2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	

5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
5	5	5	5	5	
